,Company Name,Industry,Symbol,Series,ISIN Code
252,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028
253,Godrej Industries Ltd.,Diversified,GODREJIND,EQ,INE233A01035
254,Godrej Properties Ltd.,Realty,GODREJPROP,EQ,INE484J01027
255,Gokaldas Exports Ltd.,Textiles,GOKEX,EQ,INE887G01027
256,Gopal Snacks Ltd.,Fast Moving Consumer Goods,GOPAL,EQ,INE0L9R01028
257,Granules India Ltd.,Healthcare,GRANULES,EQ,INE101D01020
258,Graphite India Ltd.,Capital Goods,GRAPHITE,EQ,INE371A01025
259,Grasim Industries Ltd.,Construction Materials,GRASIM,EQ,INE047A01021
260,Gravita India Ltd.,Metals & Mining,GRAVITA,EQ,INE024L01027
261,Great Eastern Shipping Co. Ltd.,Services,GESHIP,EQ,INE017A01032
262,Greaves Cotton Ltd.,Capital Goods,GREAVESCOT,EQ,INE224A01026
263,Greenpanel Industries Ltd.,Consumer Durables,GREENPANEL,EQ,INE08ZM01014
264,Greenply Industries Ltd.,Consumer Durables,GREENPLY,EQ,INE461C01038
265,Grindwell Norton Ltd.,Capital Goods,GRINDWELL,EQ,INE536A01023
266,Gujarat Alkalies & Chemicals Ltd.,Chemicals,GUJALKALI,EQ,INE186A01019
267,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,GAEL,EQ,INE036B01030
268,Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011
269,Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,GUJGASLTD,EQ,INE844O01030
270,Gujarat Mineral Development Corporation Ltd.,Metals & Mining,GMDCLTD,EQ,INE131A01031
271,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013
272,Gujarat Pipavav Port Ltd.,Services,GPPL,EQ,INE517F01014
273,Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,GSFC,EQ,INE026A01025
274,Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,GSPL,EQ,INE246F01010
275,Gulf Oil Lubricants India Ltd.,Oil Gas & Consumable Fuels,GULFOILLUB,EQ,INE635Q01029
276,H.E.G. Ltd.,Capital Goods,HEG,EQ,INE545A01016
277,H.G. Infra Engineering Ltd.,Construction,HGINFRA,EQ,INE926X01010
278,HBL Power Systems Ltd.,Automobile and Auto Components,HBLPOWER,EQ,INE292B01021
279,HCL Technologies Ltd.,Information Technology,HCLTECH,EQ,INE860A01027
280,HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025
281,HDFC Bank Ltd.,Financial Services,HDFCBANK,EQ,INE040A01034
282,HDFC Life Insurance Company Ltd.,Financial Services,HDFCLIFE,EQ,INE795G01014
283,HFCL Ltd.,Telecommunication,HFCL,EQ,INE548A01028
284,Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS,EQ,INE419U01012
285,Happy Forgings Ltd.,Capital Goods,HAPPYFORGE,EQ,INE330T01021
286,Harsha Engineers International Ltd.,Capital Goods,HARSHA,EQ,INE0JUS01029
287,Hathway Cable & Datacom Ltd.,Media Entertainment & Publication,HATHWAY,EQ,INE982F01036
288,Havells India Ltd.,Consumer Durables,HAVELLS,EQ,INE176B01034
289,Healthcare Global Enterprises Ltd.,Healthcare,HCG,EQ,INE075I01017
290,HeidelbergCement India Ltd.,Construction Materials,HEIDELBERG,EQ,INE578A01017
291,Hemisphere Properties India Ltd.,Services,HEMIPROP,EQ,INE0AJG01018
292,Heritage Foods Ltd.,Fast Moving Consumer Goods,HERITGFOOD,EQ,INE978A01027
293,Hero MotoCorp Ltd.,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026
294,Hikal Ltd.,Healthcare,HIKAL,EQ,INE475B01022
295,Himadri Speciality Chemical Ltd.,Chemicals,HSCL,EQ,INE019C01026
296,Hindalco Industries Ltd.,Metals & Mining,HINDALCO,EQ,INE038A01020
297,Hindustan Aeronautics Ltd.,Capital Goods,HAL,EQ,INE066F01020
298,Hindustan Construction Co. Ltd.,Construction,HCC,EQ,INE549A01026
299,Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026
300,Hindustan Foods Ltd.,Fast Moving Consumer Goods,HNDFDS,EQ,INE254N01026
301,Hindustan Oil Exploration Co. Ltd.,Oil Gas & Consumable Fuels,HINDOILEXP,EQ,INE345A01011
302,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015
303,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027
304,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025
305,Hindware Home Innovation Ltd.,Consumer Durables,HINDWAREAP,EQ,INE05AN01011
306,Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011
307,Home First Finance Company India Ltd.,Financial Services,HOMEFIRST,EQ,INE481N01025
308,Honasa Consumer Ltd.,Fast Moving Consumer Goods,HONASA,EQ,INE0J5401028
309,Honeywell Automation India Ltd.,Capital Goods,HONAUT,EQ,INE671A01010
310,Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017
311,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021
312,ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI,EQ,INE765G01017
313,ICICI Prudential Life Insurance Company Ltd.,Financial Services,ICICIPRULI,EQ,INE726G01019
314,ICICI Securities Ltd.,Financial Services,ISEC,EQ,INE763G01038
315,IDBI Bank Ltd.,Financial Services,IDBI,EQ,INE008A01015
316,IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,EQ,INE092T01019
317,IFB Industries Ltd.,Consumer Durables,IFBIND,EQ,INE559A01017
318,IFCI Ltd.,Financial Services,IFCI,EQ,INE039A01010
319,IIFL Finance Ltd.,Financial Services,IIFL,EQ,INE530B01024
320,IIFL Securities Ltd.,Financial Services,IIFLSEC,EQ,INE489L01022
321,INOX India Ltd.,Capital Goods,INOXINDIA,EQ,INE616N01034
322,IRB Infrastructure Developers Ltd.,Construction,IRB,EQ,INE821I01022
323,IRCON International Ltd.,Construction,IRCON,EQ,INE962Y01021
324,ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025
325,ITD Cementation India Ltd.,Construction,ITDCEM,EQ,INE686A01026
326,ITI Ltd.,Telecommunication,ITI,EQ,INE248A01017
327,Ideaforge Technology Ltd.,Capital Goods,IDEAFORGE,EQ,INE349Y01013
328,Imagicaaworld Entertainment Ltd.,Consumer Services,IMAGICAA,EQ,INE172N01012
329,Indegene Ltd.,Healthcare,INDGN,EQ,INE065X01017
330,India Cements Ltd.,Construction Materials,INDIACEM,EQ,INE383A01012
331,India Glycols Ltd.,Chemicals,INDIAGLYCO,EQ,INE560A01015
332,India Pesticides Ltd.,Chemicals,IPL,EQ,INE0D6701023
333,India Shelter Finance Corporation Ltd.,Financial Services,INDIASHLTR,EQ,INE922K01024
334,Indiamart Intermesh Ltd.,Consumer Services,INDIAMART,EQ,INE933S01016
335,Indian Bank,Financial Services,INDIANB,EQ,INE562A01011
336,Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020
337,Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029
338,Indian Metals & Ferro Alloys Ltd.,Metals & Mining,IMFA,EQ,INE919H01018
339,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010
340,Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014
341,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020
342,Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,EQ,INE053F01010
343,Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016
344,Indigo Paints Ltd.,Consumer Durables,INDIGOPNTS,EQ,INE09VQ01012
345,Indo Count Industries Ltd.,Textiles,ICIL,EQ,INE483B01026
346,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027
347,Indus Towers Ltd.,Telecommunication,INDUSTOWER,EQ,INE121J01017
348,IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,INE095A01012
349,Infibeam Avenues Ltd.,Financial Services,INFIBEAM,EQ,INE483S01020
350,Info Edge (India) Ltd.,Consumer Services,NAUKRI,EQ,INE663F01024
351,Infosys Ltd.,Information Technology,INFY,EQ,INE009A01021
352,Ingersoll Rand (India) Ltd.,Capital Goods,INGERRAND,EQ,INE177A01018
353,Inox Green Energy Services Ltd.,Utilities,INOXGREEN,EQ,INE510W01014
354,Inox Wind Ltd.,Capital Goods,INOXWIND,EQ,INE066P01011
355,Intellect Design Arena Ltd.,Information Technology,INTELLECT,EQ,INE306R01017
356,InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027
357,Ion Exchange (India) Ltd.,Utilities,IONEXCHANG,EQ,INE570A01022
358,Ipca Laboratories Ltd.,Healthcare,IPCALAB,EQ,INE571A01038
359,Isgec Heavy Engineering Ltd.,Construction,ISGEC,EQ,INE858B01029
360,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01036
361,J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014
362,J.Kumar Infraprojects Ltd.,Construction,JKIL,EQ,INE576I01022
363,JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,INE927D01044
364,JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI,EQ,INE786A01032
365,JK Paper Ltd.,Forest Materials,JKPAPER,EQ,INE789E01012
366,JK Tyre & Industries Ltd.,Automobile and Auto Components,JKTYRE,EQ,INE573A01042
367,JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023
368,JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018
369,JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026
370,JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038
371,JTEKT India Ltd.,Automobile and Auto Components,JTEKTINDIA,EQ,INE643A01035
372,JTL Industries Ltd.,Capital Goods,JTLIND,EQ,INE391J01024
373,Jai Balaji Industries Ltd.,Metals & Mining,JAIBALAJI,EQ,INE091G01018
374,Jai Corp Ltd.,Capital Goods,JAICORPLTD,EQ,INE070D01027
375,Jain Irrigation Systems Ltd.,Capital Goods,JISLJALEQS,EQ,INE175A01038
376,Jaiprakash Power Ventures Ltd.,Power,JPPOWER,EQ,INE351F01018
377,Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK,EQ,INE168A01041
378,Jamna Auto Industries Ltd.,Automobile and Auto Components,JAMNAAUTO,EQ,INE039C01032
379,Jana Small Finance Bank Ltd.,Financial Services,JSFB,EQ,INE953L01027
380,Jindal Saw Ltd.,Capital Goods,JINDALSAW,EQ,INE324A01032
381,Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021
382,Jindal Steel & Power Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030
383,Jindal Worldwide Ltd.,Textiles,JINDWORLD,EQ,INE247D01039
384,Jio Financial Services Ltd.,Financial Services,JIOFIN,EQ,INE758E01017
385,Johnson Controls - Hitachi Air Conditioning India Ltd.,Consumer Durables,JCHAC,EQ,INE782A01015
386,Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020
387,Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018
388,Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033
389,Juniper Hotels Ltd.,Consumer Services,JUNIPER,EQ,INE696F01016
390,Jupiter Life Line Hospitals Ltd.,Healthcare,JLHL,EQ,INE682M01012
391,Jupiter Wagons Ltd.,Capital Goods,JWL,EQ,INE209L01016
392,Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018
393,Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031
394,Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC,EQ,INE980O01024
395,K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031
396,KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027
397,KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029
398,KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011
399,KRBL Ltd.,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026
400,KSB Ltd.,Capital Goods,KSB,EQ,INE999A01023
401,Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036
402,Kalpataru Projects International Ltd.,Construction,KPIL,EQ,INE220B01022
403,Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014
404,Kalyani Steels Ltd.,Capital Goods,KSL,EQ,INE907A01026
405,Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER,EQ,INE531A01024
406,Karnataka Bank Ltd.,Financial Services,KTKBANK,EQ,INE614B01018
407,Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028
408,Kaveri Seed Company Ltd.,Fast Moving Consumer Goods,KSCL,EQ,INE455I01029
409,Kaynes Technology India Ltd.,Capital Goods,KAYNES,EQ,INE918Z01012
410,Kec International Ltd.,Construction,KEC,EQ,INE389H01022
411,Kesoram Industries Ltd.,Construction Materials,KESORAMIND,EQ,INE087A01019
412,Kfin Technologies Ltd.,Financial Services,KFINTECH,EQ,INE138Y01010
413,Kirloskar Brothers Ltd.,Capital Goods,KIRLOSBROS,EQ,INE732A01036
414,Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG,EQ,INE146L01010
415,Kirloskar Pneumatic Company Ltd.,Capital Goods,KIRLPNU,EQ,INE811A01020
416,Kolte-Patil Developers Ltd.,Realty,KOLTEPATIL,EQ,INE094I01018
417,Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01028
418,Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01025
419,L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015
420,L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017
421,LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026
422,LMW Ltd.,Capital Goods,LMW,EQ,INE269B01029
423,LT Foods Ltd.,Fast Moving Consumer Goods,LTFOODS,EQ,INE818H01020
424,LTIMindtree Ltd.,Information Technology,LTIM,EQ,INE214T01019
425,Landmark Cars Ltd.,Automobile and Auto Components,LANDMARK,EQ,INE559R01029
426,Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030
427,Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011
428,Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028
429,Laxmi Organic Industries Ltd.,Chemicals,LXCHEM,EQ,INE576O01020
430,Le Travenues Technology Ltd.,Consumer Services,IXIGO,EQ,INE0HV901016
431,Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,EQ,INE970X01018
432,Life Insurance Corporation of India,Financial Services,LICI,EQ,INE0J1Y01017
433,Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011
434,Lloyds Engineering Works Ltd.,Capital Goods,LLOYDSENGG,EQ,INE093R01011
435,Lloyds Metals And Energy Ltd.,Metals & Mining,LLOYDSME,EQ,INE281B01032
436,Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037
437,Lux Industries Ltd.,Textiles,LUXIND,EQ,INE150G01020
438,MMTC Ltd.,Services,MMTC,EQ,INE123F01029
439,MOIL Ltd.,Metals & Mining,MOIL,EQ,INE490G01020
440,MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011
441,MSTC Ltd.,Services,MSTCLTD,EQ,INE255X01014
442,MTAR Technologies Ltd.,Capital Goods,MTARTECH,EQ,INE864I01014
443,Macrotech Developers Ltd.,Realty,LODHA,EQ,INE670K01029
444,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010
445,Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES,EQ,INE271B01025
446,Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024
447,Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026
448,Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL,EQ,INE998I01010
449,Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE,EQ,INE813A01018
450,Mahindra Logistics Ltd.,Services,MAHLOG,EQ,INE766P01016
451,Maithan Alloys Ltd.,Metals & Mining,MAITHANALL,EQ,INE683C01011
452,Man Infraconstruction Ltd.,Construction,MANINFRA,EQ,INE949H01023
453,Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027
454,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014
455,Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028
456,Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026
457,Marksans Pharma Ltd.,Healthcare,MARKSANS,EQ,INE750C01026
458,Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010
459,Mastek Ltd.,Information Technology,MASTEK,EQ,INE759A01021
460,Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020
461,Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010
462,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01012
463,Medplus Health Services Ltd.,Consumer Services,MEDPLUS,EQ,INE804L01022
464,Metro Brands Ltd.,Consumer Durables,METROBRAND,EQ,INE317I01021
465,Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020
466,Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP,EQ,INE842C01021
467,Mishra Dhatu Nigam Ltd.,Capital Goods,MIDHANI,EQ,INE099Z01011
468,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI,EQ,INE0FS801015
469,Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027
470,MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018
471,Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,BECTORFOOD,EQ,INE495P01012
472,Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035
473,Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012
474,Muthoot Microfin Ltd.,Financial Services,MUTHOOTMF,EQ,INE046W01019
475,NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026
476,NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031
477,NCC Ltd.,Construction,NCC,EQ,INE868B01028
478,NEOGEN CHEMICALS LTD.,Chemicals,NEOGEN,EQ,INE136S01016
479,NESCO Ltd.,Services,NESCO,EQ,INE317F01035
480,NHPC Ltd.,Power,NHPC,EQ,INE848E01016
481,NIIT Learning Systems Ltd.,Consumer Services,NIITMTS,EQ,INE342G01023
482,NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014
483,NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023
484,NMDC Steel Ltd.,Metals & Mining,NSLNISP,EQ,INE0NNS01018
485,NOCIL Ltd.,Chemicals,NOCIL,EQ,INE163A01018
486,NRB Bearings Ltd.,Automobile and Auto Components,NRBBEARING,EQ,INE349A01021
487,NTPC Ltd.,Power,NTPC,EQ,INE733E01010
488,Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011
489,National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034
490,National Fertilizers Ltd.,Chemicals,NFL,EQ,INE870D01012
491,Nava Ltd.,Power,NAVA,EQ,INE725A01022
492,Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026
493,Nazara Technologies Ltd.,Media Entertainment & Publication,NAZARA,EQ,INE418L01021
494,Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024
495,Netweb Technologies India Ltd.,Information Technology,NETWEB,EQ,INE0NT901020
496,Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18,EQ,INE870H01013
497,Neuland Laboratories Ltd.,Healthcare,NEULANDLAB,EQ,INE794A01010
498,Newgen Software Technologies Ltd.,Information Technology,NEWGEN,EQ,INE619B01017
499,Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013
500,Nuvama Wealth Management Ltd.,Financial Services,NUVAMA,EQ,INE531F01015
501,Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO,EQ,INE118D01016
502,Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010
503,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029
504,Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014
505,Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA,EQ,INE260D01016
506,One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020
507,Optiemus Infracom Ltd.,Telecommunication,OPTIEMUS,BE,INE350C01017
508,Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027
509,Orchid Pharma Ltd.,Healthcare,ORCHPHARMA,EQ,INE191A01027
510,Orient Cement Ltd.,Construction Materials,ORIENTCEM,EQ,INE876N01018
511,Orient Electric Ltd.,Consumer Durables,ORIENTELEC,EQ,INE142Z01019
512,Orissa Min Dev Co Ltd.,Metals & Mining,ORISSAMINE,EQ,INE725E01024
513,PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026
514,PCBL Ltd.,Chemicals,PCBL,EQ,INE602A01031
515,PG Electroplast Ltd.,Consumer Durables,PGEL,EQ,INE457L01029
516,PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030
517,PNB Housing Finance Ltd.,Financial Services,PNBHOUSING,EQ,INE572E01012
518,PNC Infratech Ltd.,Construction,PNCINFRA,EQ,INE195J01029
519,PTC India Ltd.,Power,PTC,EQ,INE877F01012
520,PTC Industries Ltd.,Capital Goods,PTCIL,EQ,INE596F01018
521,PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX,EQ,INE191H01014
522,Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022
523,Paisalo Digital Ltd.,Financial Services,PAISALO,EQ,INE420C01059
524,Paradeep Phosphates Ltd.,Chemicals,PARADEEP,EQ,INE088F01024
525,Paras Defence and Space Technologies Ltd.,Capital Goods,PARAS,EQ,INE045601015
526,Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035
527,Patel Engineering Ltd.,Construction,PATELENG,EQ,INE244B01030
528,Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021
529,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET,EQ,INE347G01014
530,Pfizer Ltd.,Healthcare,PFIZER,EQ,INE182A01018
531,Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039
532,Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026
533,Piramal Enterprises Ltd.,Financial Services,PEL,EQ,INE140A01024
534,Piramal Pharma Ltd.,Healthcare,PPLPHARMA,EQ,INE0DK501011
535,Poly Medicure Ltd.,Healthcare,POLYMED,EQ,INE205C01021
536,Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017
537,Polyplex Corporation Ltd.,Capital Goods,POLYPLEX,EQ,INE633B01018
538,Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA,EQ,INE511C01022
539,Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011
540,Power Grid Corporation of India Ltd.,Power,POWERGRID,EQ,INE752E01010
541,Power Mech Projects Ltd.,Construction,POWERMECH,EQ,INE211R01019
542,Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025
543,Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011
544,Pricol Ltd.,Automobile and Auto Components,PRICOLLTD,EQ,INE726V01018
545,Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE,EQ,INE689W01016
546,Procter & Gamble Health Ltd.,Healthcare,PGHL,EQ,INE199A01012
547,Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,PGHH,EQ,INE179A01014
548,Prudent Corporate Advisory Services Ltd.,Financial Services,PRUDENT,EQ,INE00F201020
549,Punjab National Bank,Financial Services,PNB,EQ,INE160A01022
550,Puravankara Ltd.,Realty,PURVA,EQ,INE323I01011
551,Quess Corp Ltd.,Services,QUESS,EQ,INE615P01015
552,R R Kabel Ltd.,Capital Goods,RRKABEL,EQ,INE777K01022
553,RBL Bank Ltd.,Financial Services,RBLBANK,EQ,INE976G01028
554,REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018
555,RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM,EQ,INE743M01012
556,RITES Ltd.,Construction,RITES,EQ,INE320J01015
557,Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028
558,Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027
559,Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL,EQ,INE0DD101019
560,Rain Industries Ltd,Chemicals,RAIN,EQ,INE855B01025
561,Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW,EQ,INE961O01016
562,Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO,EQ,INE343B01030
563,Rallis India Ltd.,Chemicals,RALLIS,EQ,INE613A01020
564,Ramkrishna Forgings Ltd.,Automobile and Auto Components,RKFORGE,EQ,INE399G01023
565,Ramky Infra Ltd.,Construction,RAMKY,EQ,INE874I01013
566,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF,EQ,INE027A01015
567,Rategain Travel Technologies Ltd.,Information Technology,RATEGAIN,EQ,INE0CLI01024
568,Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI,EQ,INE703B01027
569,RattanIndia Enterprises Ltd.,Consumer Services,RTNINDIA,EQ,INE834M01019
570,Raymond Ltd.,Realty,RAYMOND,EQ,INE301A01014
571,Redington Ltd.,Services,REDINGTON,EQ,INE891D01026
572,Redtape Ltd.,Consumer Durables,REDTAPE,EQ,INE0LXT01019
573,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018
574,Reliance Infrastructure Ltd.,Power,RELINFRA,BE,INE036A01016
575,Religare Enterprises Ltd.,Financial Services,RELIGARE,EQ,INE621H01010
576,Responsive Industries Ltd.,Consumer Durables,RESPONIND,EQ,INE688D01026
577,Restaurant Brands Asia Ltd.,Consumer Services,RBA,EQ,INE07T201019
578,Rolex Rings Ltd.,Automobile and Auto Components,ROLEXRINGS,EQ,INE645S01016
579,Rossari Biotech Ltd.,Chemicals,ROSSARI,EQ,INE02A801020
580,Route Mobile Ltd.,Telecommunication,ROUTE,EQ,INE450U01017
581,SBFC Finance Ltd.,Financial Services,SBFC,EQ,INE423Y01016
582,SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016
583,SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016
584,SJVN Ltd.,Power,SJVN,EQ,INE002L01015
